iso3,year,pop,pop_15_64_pct,pop_65_plus_pct,IMR,urban,LA,PSR
DZA,2010,36188236.0,67.6481822386726,4.89358620427901,24.4,67.54,2381740.0,13.823846033307891
ECU,1990,10473673.0,57.5946470736675,3.67493810433073,42.6,55.09,276840.0,15.672276767272653
ECU,1995,11590514.0,58.7320476584538,4.17327030650796,32.7,57.766,276840.0,14.073386899205826
ECU,2000,12689206.0,59.903604681948,4.70853356421724,24.1,60.299,248360.0,12.722348447760623
ECU,2005,13846163.0,61.307936404762,5.22264923584423,19.5,61.711,248360.0,11.738857739859627
ECU,2010,15076695.0,62.8244552270906,5.84280241790392,16.0,62.69,248360.0,10.752452459213671
EGY,1990,58396618.0,55.1751164767795,3.88088998578651,67.3,43.478,995450.0,14.21712975087017
EGY,1995,65652622.0,56.7567198096314,3.91184525797123,52.9,42.814,995450.0,14.5089378711945
EGY,2000,73083284.0,59.0341582077784,4.02584673124432,39.6,42.797,995450.0,14.663786812751304
EGY,2005,81101004.0,61.4324741370185,3.97614068980047,31.2,43.027,995450.0,15.450276770790346
EGY,2010,89196072.0,62.1827160607324,3.92986585816321,25.6,43.019,995450.0,15.823114148175057
ERI,1990,2032737.0,52.7245531517358,2.72991538010082,80.3,18.905,101000.0,19.313621783320112
ERI,1995,2025267.0,53.5858481869304,2.95763472174286,63.7,22.514,101000.0,18.117804674457435
ERI,2000,2247031.0,51.5953941000369,3.16749079118179,50.8,26.587,101000.0,16.28904312640059
ERI,2005,2661215.0,53.6818621723277,3.37460584255797,43.3,31.099,101000.0,15.907594746424238
ERI,2010,2945186.0,53.7690737072169,3.66032847155859,37.5,35.175,101000.0,14.689685399824704
ESP,1990,38867322.0,66.6658897270995,13.5444757434819,7.4,75.351,499440.0,4.921998532071762
ESP,1995,39724050.0,68.3188171595013,15.0565114307106,5.5,75.856,499440.0,4.537493128730481
ESP,2000,40567864.0,68.6362927226721,16.547877414587,4.4,76.262,499000.0,4.147739979157025
ESP,2005,43653155.0,68.9483832449344,16.5458746280758,3.8,77.263,499090.0,4.167104175196615
